277.00   14.61    6.93   -1.50 1  342.79 -1484.17 -1005.56 2  -25.83  822.74  -15.09 
278.00   14.66    6.95   -1.50 1  344.22 -1490.42 -1009.78 2  -25.94  825.85  -15.15 
279.00   14.71    6.98   -1.50 1  345.65 -1496.66 -1014.00 2  -26.05  828.96  -15.21 
280.00   14.76    7.00   -1.50 1  347.08 -1502.91 -1018.23 2  -26.16  832.07  -15.27 
281.00   14.81    7.03   -1.50 1  348.51 -1509.15 -1022.45 2  -26.28  835.18  -15.33 
282.00   14.86    7.05   -1.50 1  349.94 -1515.40 -1026.67 2  -26.39  838.29  -15.39 
283.00   14.91    7.08   -1.50 1  351.37 -1521.64 -1030.89 2  -26.50  841.40  -15.45 
284.00   14.96    7.10   -1.50 1  352.80 -1527.89 -1035.11 2  -26.61  844.51  -15.51 
285.00   15.01    7.13   -1.50 1  354.23 -1534.13 -1039.34 2  -26.73  847.62  -15.58 
286.00   15.06    7.15   -1.50 1  355.66 -1540.38 -1043.56 2  -26.84  850.73  -15.64 
287.00   15.11    7.18   -1.50 1  357.09 -1546.62 -1047.78 2  -26.95  853.84  -15.70 
288.00   15.16    7.20   -1.50 1  358.52 -1552.87 -1052.00 2  -27.06  856.95  -15.76 
289.00   15.21    7.23   -1.50 1  359.95 -1559.11 -1056.22 2  -27.18  860.06  -15.82 
290.00   15.26    7.25   -1.50 1  361.38 -1565.36 -1060.45 2  -27.29  863.17  -15.88 
291.00   15.31    7.28   -1.50 1  362.81 -1571.60 -1064.67 2  -27.40  866.28  -15.94 
292.00   15.36    7.30   -1.50 1  364.24 -1577.85 -1068.89 2  -27.51  869.39  -16.00 
293.00   15.41    7.33   -1.50 1  365.67 -1584.09 -1073.11 2  -27.62  872.50  -16.06 
294.00   15.46    7.35   -1.50 1  367.10 -1590.34 -1077.33 2  -27.74  875.61  -16.12 
295.00   15.51    7.38   -1.50 1  368.53 -1596.58 -1081.56 2  -27.85  878.72  -16.18 
296.00   15.56    7.40   -1.50 1  369.96 -1602.83 -1085.78 2  -27.96  881.83  -16.24 
297.00   15.61    7.43   -1.50 1  371.39 -1609.07 -1090.00 2  -28.07  884.94  -16.30 
298.00   15.66    7.45   -1.50 1  372.82 -1615.32 -1094.22 2  -28.19  888.05  -16.36 
299.00   15.71    7.48   -1.50 1  374.25 -1621.56 -1098.44 2  -28.30  891.16  -16.42 
300.00   15.76    7.50   -1.50 1  375.68 -1627.81 -1102.66 2  -28.41  894.27  -16.48 
301.00   15.81    7.53   -1.50 1  377.11 -1634.05 -1106.89 2  -28.52  897.38  -16.54 
302.00   15.86    7.55   -1.50 1  378.54 -1640.30 -1111.11 2  -28.63  900.49  -16.60 
303.00   15.91    7.58   -1.50 1  379.97 -1646.54 -1115.33 2  -28.75  903.60  -16.66 
304.00   15.96    7.60   -1.50 1  381.40 -1652.79 -1119.55 2  -28.86  906.71  -16.72 
305.00   16.01    7.63   -1.50 1  382.83 -1659.03 -1123.77 2  -28.97  909.82  -16.78 
306.00   16.06    7.65   -1.50 1  384.26 -1665.28 -1128.00 2  -29.08  912.93  -16.84 
307.00   16.11    7.68   -1.50 1  385.69 -1671.52 -1132.22 2  -29.20  916.04  -16.90 
308.00   16.16    7.70   -1.50 1  387.12 -1677.77 -1136.44 2  -29.31  919.15  -16.96 
309.00   16.21    7.73   -1.50 1  388.55 -1684.01 -1140.66 2  -29.42  922.26  -17.02 
310.00   16.26    7.75   -1.50 1  389.98 -1690.26 -1144.88 2  -29.53  925.37  -17.08 
311.00   16.31    7.78   -1.50 1  391.41 -1696.50 -1149.11 2  -29.65  928.48  -17.14 
312.00   16.36    7.80   -1.50 1  392.84 -1702.75 -1153.33 2  -29.76  931.58  -17.20 
313.00   16.41    7.83   -1.50 1  394.27 -1708.99 -1157.55 2  -29.87  934.69  -17.26 
314.00   16.46    7.85   -1.50 1  395.70 -1715.24 -1161.77 2  -29.98  937.80  -17.32 
315.00   16.51    7.88   -1.50 1  397.13 -1721.48 -1165.99 2  -30.09  940.91  -17.38 
316.00   16.56    7.90   -1.50 1  398.56 -1727.72 -1170.22 2  -30.21  944.02  -17.44 
317.00   16.61    7.93   -1.50 1  399.99 -1733.97 -1174.44 2  -30.32  947.13  -17.50 
318.00   16.66    7.95   -1.50 1  401.42 -1740.21 -1178.66 2  -30.43  950.24  -17.56 
319.00   16.71    7.98   -1.50 1  402.85 -1746.46 -1182.88 2  -30.54  953.35  -17.62 
320.00   16.76    8.00   -1.50 1  404.28 -1752.70 -1187.10 2  -30.66  956.46  -17.68 
321.00   16.81    8.03   -1.50 1  405.71 -1758.95 -1191.32 2  -30.77  959.57  -17.74 
322.00   16.86    8.05   -1.50 1  407.14 -1765.19 -1195.55 2  -30.88  962.68  -17.80 
323.00   16.91    8.08   -1.50 1  408.57 -1771.44 -1199.77 2  -30.99  965.79  -17.86 
324.00   16.96    8.10   -1.50 1  410.00 -1777.68 -1203.99 2  -31.10  968.90  -17.92 
325.00   17.01    8.13   -1.50 1  411.43 -1783.93 -1208.21 2  -31.22  972.01  -17.98 
326.00   17.06    8.15   -1.50 1  412.86 -1790.17 -1212.43 2  -31.33  975.12  -18.05 
327.00   17.11    8.18   -1.50 1  414.29 -1796.42 -1216.66 2  -31.44  978.23  -18.11 
328.00   17.16    8.20   -1.50 1  415.72 -1802.66 -1220.88 2  -31.55  981.34  -18.17 
329.00   17.21    8.23   -1.50 1  417.15 -1808.91 -1225.10 2  -31.67  984.45  -18.23 
330.00   17.26    8.25   -1.50 1  418.58 -1815.15 -1229.32 2  -31.78  987.56  -18.29 
331.00   17.31    8.28   -1.50 1  420.01 -1821.40 -1233.54 2  -31.89  990.67  -18.35 
332.00   17.36    8.30   -1.50 1  421.44 -1827.64 -1237.77 2  -32.00  993.78  -18.41 
333.00   17.41    8.33   -1.50 1  422.87 -1833.89 -1241.99 2  -32.12  996.89  -18.47 
334.00   17.46    8.35   -1.50 1  424.30 -1840.13 -1246.21 2  -32.23 1000.00  -18.53 
335.00   17.51    8.38   -1.50 1  425.73 -1846.38 -1250.43 2  -32.34 1003.11  -18.59 
336.00   17.56    8.40   -1.50 1  427.16 -1852.62 -1254.65 2  -32.45 1006.22  -18.65 
337.00   17.61    8.43   -1.50 1  428.59 -1858.87 -1258.88 2  -32.56 1009.33  -18.71 
338.00   17.66    8.45   -1.50 1  430.02 -1865.11 -1263.10 2  -32.68 1012.44  -18.77 
339.00   17.71    8.48   -1.50 1  431.45 -1871.36 -1267.32 2  -32.79 1015.55  -18.83 
340.00   17.76    8.50   -1.50 1  432.88 -1877.60 -1271.54 2  -32.90 1018.66  -18.89 
341.00   17.81    8.53   -1.50 1  434.31 -1883.85 -1275.76 2  -33.01 1021.77  -18.95 
342.00   17.86    8.55   -1.50 1  435.74 -1890.09 -1279.98 2  -33.13 1024.88  -19.01 
343.00   17.91    8.58   -1.50 1  437.16 -1896.34 -1284.21 2  -33.24 1027.98  -19.07 
344.00   17.96    8.60   -1.50 1  438.59 -1902.58 -1288.43 2  -33.35 1031.09  -19.13 
345.00   18.01    8.63   -1.50 1  440.02 -1908.83 -1292.65 2  -33.46 1034.20  -19.19 
346.00   18.06    8.65   -1.50 1  441.45 -1915.07 -1296.87 2  -33.57 1037.31  -19.25 
347.00   18.11    8.68   -1.50 1  442.88 -1921.32 -1301.09 2  -33.69 1040.42  -19.31 
348.00   18.16    8.70   -1.50 1  444.31 -1927.56 -1305.32 2  -33.80 1043.53  -19.37 
349.00   18.21    8.73   -1.50 1  445.74 -1933.81 -1309.54 2  -33.91 1046.64  -19.43 
350.00   18.26    8.75   -1.50 1  447.17 -1940.05 -1313.76 2  -34.02 1049.75  -19.49 
351.00   18.31    8.78   -1.50 1  448.60 -1946.30 -1317.98 2  -34.14 1052.86  -19.55 
352.00   18.36    8.80   -1.50 1  450.03 -1952.54 -1322.20 2  -34.25 1055.97  -19.61 
353.00   18.41    8.83   -1.50 1  451.46 -1958.79 -1326.43 2  -34.36 1059.08  -19.67 
354.00   18.46    8.85   -1.50 1  452.89 -1965.03 -1330.65 2  -34.47 1062.19  -19.73 
355.00   18.51    8.88   -1.50 1  454.32 -1971.28 -1334.87 2  -34.59 1065.30  -19.79 
356.00   18.56    8.90   -1.50 1  455.75 -1977.52 -1339.09 2  -34.70 1068.41  -19.85 
357.00   18.61    8.93   -1.50 1  457.18 -1983.77 -1343.31 2  -34.81 1071.52  -19.91 
358.00   18.66    8.95   -1.50 1  458.61 -1990.01 -1347.54 2  -34.92 1074.63  -19.97 
359.00   18.71    8.98   -1.50 1  460.04 -1996.26 -1351.76 2  -35.03 1077.74  -20.03 
360.00   18.76    9.00   -1.50 1  461.47 -2002.50 -1355.98 2  -35.15 1080.85  -20.09 
361.00   18.81    9.03   -1.50 1  462.90 -2008.74 -1360.20 2  -35.26 1083.96  -20.15 
362.00   18.86    9.05   -1.50 1  464.33 -2014.99 -1364.42 2  -35.37 1087.07  -20.21 
363.00   18.91    9.08   -1.50 1  465.76 -2021.23 -1368.64 2  -35.48 1090.18  -20.27 
364.00   18.96    9.10   -1.50 1  467.19 -2027.48 -1372.87 2  -35.60 1093.29  -20.33 
365.00   19.01    9.13   -1.50 1  468.62 -2033.72 -1377.09 2  -35.71 1096.40  -20.39 
366.00   19.06    9.15   -1.50 1  470.05 -2039.97 -1381.31 2  -35.82 1099.51  -20.45 
367.00   19.11    9.18   -1.50 1  471.48 -2046.21 -1385.53 2  -35.93 1102.62  -20.51 
368.00   19.16    9.20   -1.50 1  472.91 -2052.46 -1389.75 2  -36.04 1105.73  -20.58 
369.00   19.21    9.23   -1.50 1  474.34 -2058.70 -1393.98 2  -36.16 1108.83  -20.64 
370.00   19.26    9.25   -1.50 1  475.77 -2064.95 -1398.20 2  -36.27 1111.94  -20.70 
371.00   19.31    9.28   -1.50 1  477.20 -2071.19 -1402.42 2  -36.38 1115.05  -20.76 
372.00   19.36    9.30   -1.50 1  478.63 -2077.44 -1406.64 2  -36.49 1118.16  -20.82 
373.00   19.41    9.33   -1.50 1  480.06 -2083.68 -1410.86 2  -36.61 1121.27  -20.88 
374.00   19.46    9.35   -1.50 1  481.49 -2089.93 -1415.09 2  -36.72 1124.38  -20.94 
375.00   19.51    9.38   -1.50 1  482.92 -2096.17 -1419.31 2  -36.83 1127.49  -21.00 
376.00   19.56    9.40   -1.50 1  484.35 -2102.42 -1423.53 2  -36.94 1130.60  -21.06 
377.00   19.61    9.43   -1.50 1  485.78 -2108.66 -1427.75 2  -37.05 1133.71  -21.12 
378.00   19.66    9.45   -1.50 1  487.21 -2114.91 -1431.97 2  -37.17 1136.82  -21.18 
379.00   19.71    9.48   -1.50 1  488.64 -2121.15 -1436.19 2  -37.28 1139.93  -21.24 
380.00   19.76    9.50   -1.50 1  490.07 -2127.40 -1440.42 2  -37.39 1143.04  -21.30 
381.00   19.81    9.53   -1.50 1  491.50 -2133.64 -1444.64 2  -37.50 1146.15  -21.36 
382.00   19.86    9.55   -1.50 1  492.93 -2139.89 -1448.86 2  -37.62 1149.26  -21.42 
383.00   19.91    9.58   -1.50 1  494.36 -2146.13 -1453.08 2  -37.73 1152.37  -21.48 
384.00   19.96    9.60   -1.50 1  495.79 -2152.38 -1457.30 2  -37.84 1155.48  -21.54 
385.00   20.01    9.63   -1.50 1  497.22 -2158.62 -1461.53 2  -37.95 1158.59  -21.60 
386.00   20.06    9.65   -1.50 1  498.65 -2164.87 -1465.75 2  -38.07 1161.70  -21.66 
387.00   20.11    9.68   -1.50 1  500.08 -2171.11 -1469.97 2  -38.18 1164.81  -21.72 
388.00   20.16    9.70   -1.50 1  501.51 -2177.36 -1474.19 2  -38.29 1167.92  -21.78 
389.00   20.21    9.73   -1.50 1  502.94 -2183.60 -1478.41 2  -38.40 1171.03  -21.84 
390.00   20.26    9.75   -1.50 1  504.37 -2189.85 -1482.64 2  -38.51 1174.14  -21.90 
391.00   20.31    9.78   -1.50 1  505.80 -2196.09 -1486.86 2  -38.63 1177.25  -21.96 
392.00   20.36    9.80   -1.50 1  507.23 -2202.34 -1491.08 2  -38.74 1180.35  -22.02 
393.00   20.41    9.83   -1.50 1  508.66 -2208.58 -1495.30 2  -38.85 1183.46  -22.08 
394.00   20.46    9.85   -1.50 1  510.09 -2214.83 -1499.52 2  -38.96 1186.57  -22.14 
395.00   20.51    9.88   -1.50 1  511.52 -2221.07 -1503.75 2  -39.08 1189.68  -22.20 
396.00   20.56    9.90   -1.50 1  512.95 -2227.32 -1507.97 2  -39.19 1192.79  -22.26 
397.00   20.61    9.93   -1.50 1  514.38 -2233.56 -1512.19 2  -39.30 1195.90  -22.32 
398.00   20.66    9.95   -1.50 1  515.81 -2239.81 -1516.41 2  -39.41 1199.01  -22.38 
399.00   20.71    9.98   -1.50 1  517.24 -2246.05 -1520.63 2  -39.52 1202.12  -22.44 
400.00   20.76   10.00   -1.50 1  518.67 -2252.30 -1524.85 2  -39.64 1205.23  -22.50 
